address,propertyType,images,hasFloorPlan,location,detailUrl,displayPrice,dateSold,tenure,newBuild,numericPrice,address_1,address_2,address_3,address_4,number,postcode
"63, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026805?s=75391f436d32465926e2bfa8d396beddb860e8a7bd476b92f7855d72bec78598,"£125,000",26 Apr 2002,Leasehold,False,125000,Morley Mills,Morley Street,Daybrook,Nottingham,63,NG5 6JL
"58, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026802?s=beea5182df2a20e0a78ae2835fbfde4306f6dcec440247872242a31743651560,"£125,000",12 Jun 2013,Leasehold,False,125000,Morley Mills,Morley Street,Daybrook,Nottingham,58,NG5 6JL
"58, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026802?s=beea5182df2a20e0a78ae2835fbfde4306f6dcec440247872242a31743651560,"£129,950",14 Jun 2002,Leasehold,False,129950,Morley Mills,Morley Street,Daybrook,Nottingham,58,NG5 6JL
"53, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026799?s=1449ee3a7406d5738b6029e57a90ba440cfdf975bf1e277f0305bf31cdadd677,"£87,500",22 Mar 2013,Leasehold,False,87500,Morley Mills,Morley Street,Daybrook,Nottingham,53,NG5 6JL
"53, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026799?s=1449ee3a7406d5738b6029e57a90ba440cfdf975bf1e277f0305bf31cdadd677,"£117,950",27 Jun 2005,Leasehold,False,117950,Morley Mills,Morley Street,Daybrook,Nottingham,53,NG5 6JL
"1, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026790?s=7d68064cddc3284733030e632226313daeea188d928dd2509c2d7238032766f5,"£113,500",12 Sep 2012,Leasehold,False,113500,Morley Mills,Morley Street,Daybrook,Nottingham,1,NG5 6JL
"1, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026790?s=7d68064cddc3284733030e632226313daeea188d928dd2509c2d7238032766f5,"£125,000",18 May 2004,Leasehold,False,125000,Morley Mills,Morley Street,Daybrook,Nottingham,1,NG5 6JL
"1, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026790?s=7d68064cddc3284733030e632226313daeea188d928dd2509c2d7238032766f5,"£102,000",31 Aug 2001,Leasehold,True,102000,Morley Mills,Morley Street,Daybrook,Nottingham,1,NG5 6JL
"16, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026784?s=39eb00297257da9b0dc18b4ce102c00faca7b0934c6bae4926996ac47b3a506e,"£124,000",27 Jan 2012,Leasehold,False,124000,Morley Mills,Morley Street,Daybrook,Nottingham,16,NG5 6JL
"16, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026784?s=39eb00297257da9b0dc18b4ce102c00faca7b0934c6bae4926996ac47b3a506e,"£137,500",24 Feb 2006,Leasehold,False,137500,Morley Mills,Morley Street,Daybrook,Nottingham,16,NG5 6JL
"16, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026784?s=39eb00297257da9b0dc18b4ce102c00faca7b0934c6bae4926996ac47b3a506e,"£128,500",16 Apr 2004,Leasehold,False,128500,Morley Mills,Morley Street,Daybrook,Nottingham,16,NG5 6JL
"16, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026784?s=39eb00297257da9b0dc18b4ce102c00faca7b0934c6bae4926996ac47b3a506e,"£120,000",6 Dec 2001,Leasehold,False,120000,Morley Mills,Morley Street,Daybrook,Nottingham,16,NG5 6JL
"22, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026781?s=6a54001aecf79506e6dc1fdf588fc3296b338d940c7f515bd68233fc784579d5,"£138,500",19 Jan 2012,Leasehold,False,138500,Morley Mills,Morley Street,Daybrook,Nottingham,22,NG5 6JL
"22, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026781?s=6a54001aecf79506e6dc1fdf588fc3296b338d940c7f515bd68233fc784579d5,"£125,000",5 Oct 2010,Leasehold,False,125000,Morley Mills,Morley Street,Daybrook,Nottingham,22,NG5 6JL
"22, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026781?s=6a54001aecf79506e6dc1fdf588fc3296b338d940c7f515bd68233fc784579d5,"£142,000",29 Oct 2004,Leasehold,False,142000,Morley Mills,Morley Street,Daybrook,Nottingham,22,NG5 6JL
"22, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026781?s=6a54001aecf79506e6dc1fdf588fc3296b338d940c7f515bd68233fc784579d5,"£115,000",20 Dec 2001,Leasehold,False,115000,Morley Mills,Morley Street,Daybrook,Nottingham,22,NG5 6JL
"3, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026751?s=bfae49ef5b678974c3bf22250de9635a2678c6ba94a73c686e198e882bd28342,"£110,000",16 May 2008,Leasehold,False,110000,Morley Mills,Morley Street,Daybrook,Nottingham,3,NG5 6JL
"3, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026751?s=bfae49ef5b678974c3bf22250de9635a2678c6ba94a73c686e198e882bd28342,"£119,950",31 Jul 2003,Leasehold,False,119950,Morley Mills,Morley Street,Daybrook,Nottingham,3,NG5 6JL
"3, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026751?s=bfae49ef5b678974c3bf22250de9635a2678c6ba94a73c686e198e882bd28342,"£100,000",24 Sep 2001,Leasehold,False,100000,Morley Mills,Morley Street,Daybrook,Nottingham,3,NG5 6JL
"6, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026745?s=7bd92f7cbb206c2a0cf30f121e09b6b1c3c8e37e030ce19a20bf0bb95946df7d,"£137,000",19 Oct 2007,Leasehold,False,137000,Morley Mills,Morley Street,Daybrook,Nottingham,6,NG5 6JL
"6, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026745?s=7bd92f7cbb206c2a0cf30f121e09b6b1c3c8e37e030ce19a20bf0bb95946df7d,"£110,000",28 Jun 2001,Leasehold,False,110000,Morley Mills,Morley Street,Daybrook,Nottingham,6,NG5 6JL
"57, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026742?s=8a99f535cc6cf2e2e4f32c587f958900995de573d6393f226f758f8f5e156936,"£150,000",6 Jul 2007,Leasehold,False,150000,Morley Mills,Morley Street,Daybrook,Nottingham,57,NG5 6JL
"57, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026742?s=8a99f535cc6cf2e2e4f32c587f958900995de573d6393f226f758f8f5e156936,"£142,500",5 Apr 2002,Leasehold,False,142500,Morley Mills,Morley Street,Daybrook,Nottingham,57,NG5 6JL
"51, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026739?s=b28ee0175f279176c0eefe031e5c45b58fb2e97c3069fc1ed7b39b1cc7fdcdf0,"£125,000",30 May 2007,Leasehold,False,125000,Morley Mills,Morley Street,Daybrook,Nottingham,51,NG5 6JL
"51, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026739?s=b28ee0175f279176c0eefe031e5c45b58fb2e97c3069fc1ed7b39b1cc7fdcdf0,"£95,000",19 Sep 2001,Leasehold,False,95000,Morley Mills,Morley Street,Daybrook,Nottingham,51,NG5 6JL
"39, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026733?s=ff263232030604380ef0e77e6fb904be0eff36ced42cb32c2312c076eb0e702f,"£144,000",10 Oct 2006,Leasehold,False,144000,Morley Mills,Morley Street,Daybrook,Nottingham,39,NG5 6JL
"39, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026733?s=ff263232030604380ef0e77e6fb904be0eff36ced42cb32c2312c076eb0e702f,"£130,000",9 May 2002,Leasehold,False,130000,Morley Mills,Morley Street,Daybrook,Nottingham,39,NG5 6JL
"41, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026724?s=baffe9667c41520e4a7c031ce575272d9dcfb916dbc115ed05708964074388e0,"£124,999",12 May 2006,Leasehold,False,124999,Morley Mills,Morley Street,Daybrook,Nottingham,41,NG5 6JL
"41, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026724?s=baffe9667c41520e4a7c031ce575272d9dcfb916dbc115ed05708964074388e0,"£120,000",28 Jul 2003,Leasehold,False,120000,Morley Mills,Morley Street,Daybrook,Nottingham,41,NG5 6JL
"41, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026724?s=baffe9667c41520e4a7c031ce575272d9dcfb916dbc115ed05708964074388e0,"£90,000",18 Jun 2001,Leasehold,False,90000,Morley Mills,Morley Street,Daybrook,Nottingham,41,NG5 6JL
"5, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026721?s=07162dfcbb9d0063c69c672007cdf065eaf105fd649f3fa5e4fc3e84d75157e0,"£144,000",4 May 2006,Leasehold,False,144000,Morley Mills,Morley Street,Daybrook,Nottingham,5,NG5 6JL
"5, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026721?s=07162dfcbb9d0063c69c672007cdf065eaf105fd649f3fa5e4fc3e84d75157e0,"£110,000",21 Jun 2001,Leasehold,False,110000,Morley Mills,Morley Street,Daybrook,Nottingham,5,NG5 6JL
"46, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026712?s=5fe56a575d344cd2c1b30f96654f1b94efcb7f29115f891ec6b5427ea2a8a8b4,"£118,800",20 Jan 2006,Leasehold,False,118800,Morley Mills,Morley Street,Daybrook,Nottingham,46,NG5 6JL
"46, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026712?s=5fe56a575d344cd2c1b30f96654f1b94efcb7f29115f891ec6b5427ea2a8a8b4,"£80,000",18 Sep 2001,Leasehold,False,80000,Morley Mills,Morley Street,Daybrook,Nottingham,46,NG5 6JL
"62, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026709?s=463a0e9a3e6b1362b79746912e5093babf4986e6bf0857070b4e1a3e115be1bc,"£162,500",18 Nov 2005,Leasehold,False,162500,Morley Mills,Morley Street,Daybrook,Nottingham,62,NG5 6JL
"62, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026709?s=463a0e9a3e6b1362b79746912e5093babf4986e6bf0857070b4e1a3e115be1bc,"£131,000",12 Apr 2002,Leasehold,True,131000,Morley Mills,Morley Street,Daybrook,Nottingham,62,NG5 6JL
"35, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026652?s=d69b2b56475c95d2ab6b9501aa7e2686b50e54f358250465bff663e04d5b76ca,"£139,000",9 Jul 2004,Leasehold,False,139000,Morley Mills,Morley Street,Daybrook,Nottingham,35,NG5 6JL
"35, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026652?s=d69b2b56475c95d2ab6b9501aa7e2686b50e54f358250465bff663e04d5b76ca,"£106,000",4 Feb 2002,Leasehold,False,106000,Morley Mills,Morley Street,Daybrook,Nottingham,35,NG5 6JL
"7, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026637?s=343e7b78da3d307846ee59d99a53dabb5aaced58204fdbcc51651e9f4c307a7f,"£132,950",27 Apr 2004,Leasehold,False,132950,Morley Mills,Morley Street,Daybrook,Nottingham,7,NG5 6JL
"7, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026637?s=343e7b78da3d307846ee59d99a53dabb5aaced58204fdbcc51651e9f4c307a7f,"£110,000",21 Jun 2001,Leasehold,True,110000,Morley Mills,Morley Street,Daybrook,Nottingham,7,NG5 6JL
"38, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026595?s=f7d497c6cff4bae7f406705bb4d00879ddf7a21af701a0f9fa289dcbab35238b,"£110,000",12 Jul 2002,Leasehold,False,110000,Morley Mills,Morley Street,Daybrook,Nottingham,38,NG5 6JL
"38, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026595?s=f7d497c6cff4bae7f406705bb4d00879ddf7a21af701a0f9fa289dcbab35238b,"£80,000",25 Jun 2001,Leasehold,False,80000,Morley Mills,Morley Street,Daybrook,Nottingham,38,NG5 6JL
"26, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026583?s=c2771f4087e51e3c30c5d4b484fa980090e05a9be1d43363268e3ce6f9c2c197,"£94,950",24 May 2002,Leasehold,False,94950,Morley Mills,Morley Street,Daybrook,Nottingham,26,NG5 6JL
"26, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026583?s=c2771f4087e51e3c30c5d4b484fa980090e05a9be1d43363268e3ce6f9c2c197,"£90,000",25 Jun 2001,Leasehold,False,90000,Morley Mills,Morley Street,Daybrook,Nottingham,26,NG5 6JL
"64, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026562?s=1c78534e447864abe4adab8c82a0c3bb3b002bde59967b2edc8afb9d3c69389f,"£125,000",28 Feb 2002,Leasehold,True,125000,Morley Mills,Morley Street,Daybrook,Nottingham,64,NG5 6JL
"47, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026505?s=0966b08848d829acc9899e9af64d802235878b5759146bd5201182112bb11754,"£80,000",14 Sep 2001,Leasehold,False,80000,Morley Mills,Morley Street,Daybrook,Nottingham,47,NG5 6JL
"20, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026484?s=3d288b33919f79523ee19f546d88abe667e0f1db8e809f9229374555c949f63c,"£75,000",29 Jun 2001,Leasehold,True,75000,Morley Mills,Morley Street,Daybrook,Nottingham,20,NG5 6JL
"17, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026469?s=bb93d75e88bda48d645366264feb667e092d4cea5eb6c83b3ed59b4978f7a88d,"£130,000",29 Jun 2001,Leasehold,False,130000,Morley Mills,Morley Street,Daybrook,Nottingham,17,NG5 6JL
"29, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026433?s=85dc1140e65880fad69c295d2283ba1097a4124a50f6bdea968efe6927ab0ff2,"£120,000",22 Jun 2001,Leasehold,False,120000,Morley Mills,Morley Street,Daybrook,Nottingham,29,NG5 6JL
"34, Morley Mills, Morley Street, Daybrook, Nottingham, Nottinghamshire NG5 6JL",Flat,"{'imageUrl': '/spw/images/placeholder/no-image.svg', 'mediumImageUrl': '/spw/images/placeholder/no-image.svg', 'count': 0}",False,"{'lat': 52.99703, 'lng': -1.13713}",https://www.rightmove.co.uk/house-prices/details/england-60026409?s=7e6c9237f8f3d068e7a27c54ea6b6b4a9ff2c0df7ae799adbecc7a52a51a92c0,"£85,000",19 Jun 2001,Leasehold,False,85000,Morley Mills,Morley Street,Daybrook,Nottingham,34,NG5 6JL
